Company,Product,TypeName,Screen Size (inches),Resolution,IPS Panel,Retina Display,Full HD,CPU company,CPU series,CPU power Rating,CPU frequency(GHz),RAM (GB),SSD (GB),Flash Storage (GB),HDD (GB),"SSHD (Hybrid, GB)",GPU company,GPU series,Operating System,Weight,Price (INR)
Toshiba,Satellite Pro,Notebook,15.6,1366x768,0,0,0,Intel,i5,6200U,2.3,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 520,Windows 10,2.1,55083
HP,255 G6,Notebook,15.6,1366x768,0,0,0,AMD,A6,9220U,2.5,4,256.0,0.0,0.0,0.0,AMD,Radeon R4 Graphics,Windows 10,1.86,33764
Asus,ZenBook UX430UA,Ultrabook,14.0,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.25,100558
HP,EliteBook Folio,Ultrabook,12.5,3840x2160,0,0,0,Intel,M,6Y75,1.2,8,512.0,0.0,0.0,0.0,Intel,HD Graphics 515,Windows 10,0.97,184281
Asus,X541NA_Windows,Notebook,15.6,1920x1080,0,0,0,Intel,Celeron Dual Core,N3350,1.1,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 500,Windows 10,2.0,31476
MSI,GE72MVR 7RG,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1070,Windows 10,2.9,185654
Acer,Aspire A315 51,Notebook,15.6,1366x768,0,0,0,Intel,i3,6006U,2.0,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 520,Windows 10,2.1,40900
Dell,Inspiron 5577,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,512.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.56,114307
Dell,Inspiron 7567,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,0.0,0.0,0.0,1.0,Nvidia,GeForce GTX 1050,Windows 10,2.62,82258
Lenovo,V110 15IKB,Notebook,15.6,1366x768,0,0,0,Intel,i5,7200U,2.5,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.9,45567
MSI,GE73VR 7RE,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,2.8,172935
HP,EliteBook 840,Ultrabook,14.0,1920x1080,0,0,0,Intel,i5,7500U,2.7,4,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.48,99003
HP,15 BS103nv,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,6,256.0,0.0,0.0,0.0,AMD,Radeon 520,Windows 10,1.91,56638
Lenovo,Yoga 520 14IKB,2 in 1 Convertible,14.0,1920x1080,0,0,0,Intel,i3,7100U,2.4,4,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.74,57554
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.1,120322
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.56,95984
Toshiba,Satellite Pro,Notebook,15.6,1366x768,0,0,0,Intel,i3,6006U,2.2,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 520,Windows 10,2.1,40900
Asus,X555BP XX180T,Notebook,15.6,1366x768,0,0,0,AMD,A9,9420U,3.0,4,0.0,0.0,1000.0,0.0,AMD,Radeon R5 M420,Windows 10,2.03,36874
Acer,Aspire A517 51G,Notebook,17.3,1920x1080,0,0,0,Intel,i5,8250U,1.6,4,256.0,0.0,0.0,0.0,Nvidia,GeForce MX150,Windows 10,3.0,73658
Dell,Inspiron 3576,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,AMD,Radeon 520,Windows 10,2.13,66612
Lenovo,Legion Y520 15IKBN,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,98728
Acer,Aspire A315 31,Notebook,15.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3350,1.1,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 500,Windows 10,2.1,31842
MSI,GE63VR 7RE,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,2.4,164608
Acer,Aspire 3,Notebook,15.6,1366x768,0,0,0,Intel,Pentium Quad Core,N4200,1.1,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 505,Windows 10,2.1,33261
Dell,Inspiron 5577,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.56,97035
Acer,Aspire A517 51G,Notebook,17.3,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Nvidia,GeForce MX150,Windows 10,3.0,78141
HP,ProBook 430,Notebook,13.3,1920x1080,0,0,0,Intel,i5,8250U,1.6,4,0.0,0.0,500.0,0.0,Intel,UHD Graphics 620,Windows 10,1.49,68991
Huawei,MateBook X,Ultrabook,13.0,2160x1440,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.05,123434
HP,17 bs001nv,Notebook,17.3,1920x1080,0,0,0,Intel,i5,7200U,2.5,6,0.0,0.0,2000.0,0.0,AMD,Radeon 520,Windows 10,2.71,63958
Lenovo,IdeaPad 320 15AST,Notebook,15.6,1366x768,0,0,0,AMD,A6,9220U,2.9,4,0.0,0.0,500.0,0.0,AMD,Radeon R4 Graphics,Windows 10,2.2,28274
Toshiba,Satellite Pro,Notebook,15.6,1366x768,0,0,0,Intel,i3,7100U,2.4,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 620,Windows 10,2.0,44744
HP,ProBook 470,Notebook,17.3,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 930MX,Windows 10,2.5,84454
Dell,Inspiron 3567,Notebook,15.6,1366x768,0,0,0,Intel,i3,7100U,2.4,8,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.3,41998
Acer,Aspire A315 51,Notebook,15.6,1366x768,0,0,0,Intel,i3,6006U,2.0,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,2.1,41084
MSI,GT80S 6QF 074US,Gaming,18.4,1920x1080,0,0,0,Intel,i7,6920HQ,2.9,32,512.0,0.0,1000.0,0.0,Nvidia,GTX 980 SLI,Windows 10,4.4,256108
Lenovo,V310 15IKB,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,128.0,0.0,1000.0,0.0,AMD,R17M-M1-70,Windows 10,1.9,74390
HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.29,137158
Dell,Inspiron 5570,Notebook,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,16,256.0,0.0,2000.0,0.0,AMD,Radeon 530,Linux,2.02,95984
Dell,XPS 13,Ultrabook,13.3,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.23,128008
Lenovo,Yoga 920 13IKB,2 in 1 Convertible,13.9,3840x2160,0,0,0,Intel,i7,8550U,1.8,16,512.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.4,169184
Toshiba,Satellite Pro,Notebook,15.6,1366x768,0,0,0,Intel,i5,7200U,2.5,8,128.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,2.0,72560
Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Nvidia,GeForce MX150,Windows 10,1.95,109708
Dell,Inspiron 7773,Notebook,17.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,16,512.0,0.0,0.0,0.0,Nvidia,GeForce 150MX,Windows 10,2.77,141734
Dell,XPS 15,Notebook,15.6,3840x2160,0,0,0,Intel,i7,7700HQ,2.8,16,512.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.06,219326
Lenovo,Legion Y520 15IKBN,Gaming,15.6,1920x1080,0,0,0,Intel,i5,7300HQ,2.5,8,256.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.4,71278
Acer,Swift 7,Ultrabook,13.3,1920x1080,0,0,0,Intel,i5,7Y54,1.2,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 615,Windows 10,1.12,90494
Dell,Inspiron 5770,Notebook,17.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,128.0,0.0,1000.0,0.0,AMD,Radeon 530,Windows 10,2.8,99278
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,2560x1440,0,0,0,Intel,i7,7500U,2.7,16,1000.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.42,258396
Vero,K147,Notebook,14.0,1920x1080,0,0,0,Intel,Celeron Dual Core,N3350,1.1,4,0.0,0.0,0.0,0.0,Intel,HD Graphics 500,Windows 10,1.3,23790
Xiaomi,Mi Notebook,Ultrabook,13.3,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Nvidia,GeForce MX150,Windows 10,1.3,91491
Lenovo,IdeaPad 320 17IKBR,Notebook,17.3,1600x900,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Nvidia,GeForce MX150,Windows 10,2.8,63867
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,0.0,0.0,1000.0,0.0,Intel,UHD Graphics 620,Windows 10,1.62,76768
HP,ProBook 470,Notebook,17.3,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce 930MX,Windows 10,2.5,83631
Razer,Blade Pro,Gaming,17.3,3840x2160,0,0,0,Intel,i7,7820HK,2.9,32,1000.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1080,Windows 10,3.49,558058
HP,ProBook 430,Notebook,13.3,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,512.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.49,87748
HP,Omen 17 W295,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,3.35,126178
HP,Probook 470,Notebook,17.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 930MX,Windows 10,2.5,95618
Dell,Inspiron 7577,Gaming,15.6,3840x2160,0,0,0,Intel,i7,7700HQ,2.8,16,512.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,2.65,168818
Lenovo,V110 15ISK,Notebook,15.6,1366x768,0,0,0,Intel,i5,6200U,2.3,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,2.1,45110
Acer,Aspire E5 576G,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce 940MX,Windows 10,2.23,67893
Lenovo,Legion Y720 15IKB,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,512.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,3.2,160034
Dell,Precision 7520,Workstation,15.6,3840x2160,0,0,0,Intel,Xeon_E3,1505M,3.0,16,256.0,0.0,1000.0,0.0,Nvidia,Quadro M1200,Windows 10,2.8,279532
Lenovo,Legion Y520 15IKBN,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,512.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,2.4,127917
Dell,Inspiron 3567,Notebook,15.6,1366x768,0,0,0,Intel,i3,7100U,2.4,6,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.3,40168
Dell,XPS 13,Ultrabook,13.3,3840x2160,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.21,178334
Dell,XPS 13,Ultrabook,13.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.2,132584
Lenovo,IdeaPad 320 15IKBN,Notebook,15.6,1366x768,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,2.2,54626
Acer,Aspire 7,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Linux,2.4,71278
Asus,ROG GL703VD GC028T,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.9,128740
HP,15 bs018nq,Notebook,15.6,1920x1080,0,0,0,Intel,i3,6006U,2.0,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 520,Windows 10,2.1,31934
Lenovo,IdeaPad 320 15IKBN,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,2.2,50234
Huawei,MateBook X,Ultrabook,13.0,2160x1440,0,0,0,Intel,i7,7500U,2.7,8,512.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.05,137158
Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,AMD,Radeon 530,Windows 10,1.4,85267
Lenovo,IdeaPad 320 17IKB,Notebook,17.3,1600x900,0,0,0,Intel,i5,7200U,2.5,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 940MX,Windows 10,2.8,53894
HP,Probook 440,Notebook,14.0,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 930MX,Windows 10,1.63,94336
Dell,Latitude 5490,Ultrabook,14.0,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.6,105134
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,16,512.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.62,117028
Dell,Inspiron 3576,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,AMD,Radeon 520,Linux,2.2,61978
Lenovo,Yoga 520 14IKB,2 in 1 Convertible,14.0,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.74,82258
Toshiba,Portege Z30 C,Ultrabook,13.3,1920x1080,0,0,0,Intel,i7,6500U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,1.2,124714
HP,ProBook 450,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,0.0,0.0,1000.0,0.0,Intel,UHD Graphics 620,Windows 10,2.1,72651
Dell,Alienware 17,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,4.42,224755
Acer,Aspire E5 576G,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 940MX,Windows 10,2.2,76128
Dell,Inspiron 5567,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,16,0.0,0.0,1000.0,0.0,AMD,Radeon R7 M445,Windows 10,2.3,78599
Asus,Vivobook X541UV DM1217T,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 920MX,Windows 10,2.0,70364
Asus,K756UX T4340T,Notebook,17.3,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,500.0,0.0,Nvidia,GeForce GTX 950M,Windows 10,2.69,81526
HP,ZBook 15u,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,0.0,0.0,1000.0,0.0,AMD,FirePro W4190M,Windows 10,1.9,116114
Asus,Pro P2540UA XO0198T,Notebook,15.6,1366x768,0,0,0,Intel,i3,7100U,2.4,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.37,36508
HP,15 rb013nv,Notebook,15.6,1366x768,0,0,0,AMD,E,9000U,1.5,4,0.0,0.0,500.0,0.0,AMD,Radeon R2,Windows 10,2.1,30195
Lenovo,Legion Y720 15IKB,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,3.2,137158
Dell,Vostro 5468,Notebook,14.0,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.6,78598
Acer,Aspire R7,2 in 1 Convertible,13.3,1920x1080,0,0,0,Intel,i5,6200U,2.3,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,1.6,63044
Dell,Inspiron 5567,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,16,256.0,0.0,0.0,0.0,AMD,Radeon R7 M445,Linux,2.36,82258
Acer,Aspire A315 51,Notebook,15.6,1366x768,0,0,0,Intel,i3,6006U,2.0,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 520,Linux,2.1,35685
Asus,X555QG DM242T,Notebook,15.6,1920x1080,0,0,0,AMD,A10,9620P,2.5,4,128.0,0.0,1000.0,0.0,AMD,Radeon R5 M430,Windows 10,2.2,52612
Asus,ROG G703VI E5062T,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7820HK,2.9,32,512.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1080,Windows 10,4.7,355935
Acer,Nitro AN515 51,Gaming,15.6,1920x1080,0,0,0,Intel,i5,7300HQ,2.5,8,256.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.5,77409
Lenovo,IdeaPad 320 15ISK,Notebook,15.6,1366x768,0,0,0,Intel,i3,6006U,2.0,8,128.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,2.2,53894
Asus,VivoBook Pro,Notebook,17.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce 150MX,Windows 10,2.1,104768
Asus,F756UX T4201D,Notebook,17.3,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 950M,Windows 10,2.69,81344
Dell,Inspiron 5577,Gaming,15.6,1920x1080,0,0,0,Intel,i5,7300HQ,2.5,8,256.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.56,80428
Lenovo,Yoga 910 13IKB,2 in 1 Convertible,13.9,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.38,98728
Dell,Inspiron 5570,Notebook,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,128.0,0.0,2000.0,0.0,AMD,Radeon 530,Windows 10,2.2,90128
HP,15 bs015dx,Notebook,15.6,1366x768,0,0,0,Intel,i5,7200U,2.5,8,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.04,51148
Asus,Rog G701VIK BA060T,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7820HK,2.9,16,256.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1080,Windows 10,3.6,274408
HP,ProBook 430,Notebook,13.3,1920x1080,0,0,0,Intel,i5,8250U,1.6,4,0.0,0.0,500.0,0.0,Intel,UHD Graphics 620,Windows 10,1.49,61762
Apple,MacBook Pro,Ultrabook,13.3,2560x1600,0,0,0,Intel,i5,7200U,3.1,8,512.0,0.0,0.0,0.0,Intel,Iris Plus Graphics 650,Mac OS (New),1.37,186660
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,0.0,0.0,1000.0,0.0,Intel,UHD Graphics 620,Windows 10,2.08,74938
Asus,ROG G752VSK GC493T,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 980M,Windows 10,4.3,164608
Asus,X505BP BR019T,Notebook,15.6,1366x768,0,0,0,AMD,A9,9420U,3.0,4,0.0,0.0,1000.0,0.0,AMD,Radeon R5 M420,Windows 10,1.68,42914
Lenovo,Yoga 920 13IKB,2 in 1 Convertible,13.9,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,512.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.37,169184
Acer,Aspire 5,Notebook,17.3,1920x1080,0,0,0,Intel,i3,7130U,2.7,4,256.0,0.0,0.0,0.0,Nvidia,GeForce MX130,Windows 10,3.0,64233
Dell,Vostro 5370,Ultrabook,13.3,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.41,86834
HP,15 BW094nd,Notebook,15.6,1366x768,0,0,0,AMD,A6,9220U,2.5,8,128.0,0.0,0.0,0.0,AMD,Radeon R4 Graphics,Windows 10,1.91,40800
HP,Envy 17 U275cl,Notebook,17.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,16,0.0,0.0,1000.0,0.0,Nvidia,GeForce MX150,Windows 10,2.9,96898
MSI,GT73EVR 7RE,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,512.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1070,Windows 10,4.14,228658
Lenovo,Yoga 720 15IKB,2 in 1 Convertible,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,512.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050M,Windows 10,2.0,155458
Dell,Inspiron 5770,Notebook,17.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,128.0,0.0,1000.0,0.0,AMD,Radeon 530,Windows 10,2.8,104493
Lenovo,IdeaPad 320 15ISK,Notebook,15.6,1920x1080,0,0,0,Intel,i3,6006U,2.0,4,256.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,2.2,40626
HP,ProBook 450,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 620,Windows 10,2.1,66063
Dell,Vostro 3568,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.18,60116
Dell,Inspiron 3567,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,0.0,0.0,1000.0,0.0,AMD,Radeon R5 M430,Windows 10,2.24,51698
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,2.67,73108
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,1024.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.1,137158
Lenovo,IdeaPad 320 15IKBN,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.2,42730
HP,Probook 470,Notebook,17.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce 930MX,Windows 10,2.5,93147
Lenovo,V330 15IKB,Notebook,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,2.05,80520
Apple,MacBook Pro,Ultrabook,13.3,2560x1600,0,0,0,Intel,i5,7200U,2.9,8,512.0,0.0,0.0,0.0,Intel,Iris Graphics 550,Mac OS (New),1.37,179239
Asus,Rog Strix,Gaming,17.3,1920x1080,0,0,0,AMD,Ryzen,1700H,3.0,16,256.0,0.0,1000.0,0.0,AMD,Radeon RX 580,Windows 10,3.2,141734
Dell,Inspiron 3576,Notebook,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,AMD,Radeon 520,Linux,2.14,67259
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,0,0,0,Intel,i7,6600U,2.6,16,512.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,1.36,228658
Toshiba,Satellite Pro,Notebook,15.6,1366x768,0,0,0,Intel,i7,6500U,2.5,8,0.0,0.0,500.0,0.0,Nvidia,GeForce 930M,Windows 10,2.2,74298
Dell,Inspiron 5567,Notebook,15.6,1366x768,0,0,0,Intel,i7,7500U,2.7,12,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.3,65246
Dell,Inspiron 5770,Notebook,17.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,128.0,0.0,1000.0,0.0,AMD,Radeon 530,Linux,2.8,100558
Acer,Aspire A515 51G,Notebook,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce MX130,Windows 10,2.2,68168
Lenovo,IdeaPad 320 17ISK,Notebook,17.3,1600x900,0,0,0,Intel,i3,6006U,2.0,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 520,Windows 10,2.8,44744
Lenovo,IdeaPad 320 17IKBR,Notebook,17.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,0.0,0.0,2000.0,0.0,Nvidia,GeForce MX150,Windows 10,2.8,77684
Lenovo,IdeaPad 320 17IKB,Notebook,17.3,1600x900,0,0,0,Intel,i7,7500U,2.7,6,128.0,0.0,1000.0,0.0,Nvidia,GeForce 940MX,Windows 10,2.8,78598
Dell,Inspiron 3567,Notebook,15.6,1920x1080,0,0,0,Intel,i3,6006U,2.0,4,0.0,0.0,1000.0,0.0,AMD,Radeon R5 M430,Linux,2.25,39162
Lenovo,Legion Y520 15IKBN,Gaming,15.6,1920x1080,0,0,0,Intel,i5,7300HQ,2.5,8,256.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.5,75854
Lenovo,Ideapad 320 15IKBN,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,6,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,2.2,52978
Acer,Aspire A517 51G,Notebook,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,Nvidia,GeForce MX150,Windows 10,3.0,87016
Acer,SP315 51,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,12,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.15,60298
